tweets,target
Concerned  for his green investments,0
WELL SAID STRAIGHT TO THE POINT,1
" @edwardskoda2409  The Electoral College is fundamentally opposed to ""We the People."" It is a legislative distortion of the peoples' voice. BTW: Look up how many countries use an EC. The US is not really in a good cast of examples.",1
"As if his acting wasn't bad enough already, now he's sharing his expert opinions on politics.",0
Feels Like we are beginning to live in The Handmaids Tale... this is scary,0
Let me save you 8 minutes. De Niro doesn't like Trump but doesn't elaborate on any of his points.,1
"De Niro is the greatest actor ever.
Also pumped out a kid at 80 years old.
Not sure if I take him seriously.",1
"This guy has absolutely no idea what he's talking about, and he literally tells us that. What a joke.",0
For those who have a platform they should speak out and stand up for democracy before it's possibly too late! Wake up!!!,0
"DeNiro failed in our eyes, he just said everything about Biden (Obama) and mentioned Trump :face-blue-smiling:",0
Celebrities are not gods. They think the regular Joe is stupid and should do what they say. Who does he think he is. Just hush.,0
"Thank you De Niro. I love you even more now. If all the celebrities could speak out like you, we could keep that orange clown  out of the White House.",1
Why are we all supposed to care about what De Niro opinion is? like it supposed to mean something? Like he knows any more then anyone else.,1
Thank you Sir for being so honest and I hope people actually listen.,1
Exactly Jill. I watch the madness from the UK thinking Handmaid's Tale and Purge films especially with Trump in charge.,1
So true!,1
How about you move to a democracy you really need to learn what a constitutional republic is.,1
We need laws with real teeth in them. We need term limits for Supreme Court judges before the temptation of influence for profit becomes too great. Corporate lobbying has gotten totally out of hand. Senators must provide actual proof that they don't just warm seats in congress.,1
" @sidecarmisanthrope5927  nope. The word democracy was purposefully kept out of the declaration of independence, the US constitution and the bill of rights. Also, absolutely away from any US state constitution. I have no idea why people keep trying to protect something we do not have. We are not under the tyranny of majority rule. We, and our government is subject to the law and our protections from the government, and nothing else.",1
I Luv me sum Robert De 'niro he's awesome actor  amazing actor ROBERT DE'NIRO,1
It's already late,0
Dirty Grandpa made me seriously doubt his sanity.,0
 @judithmoore3200  Advice on what? He didn't offer a single fact or truth. Repeating propaganda does not show any intelligence what soever...a parrot can repeat words!,0
People fainting over Robert De Niro makes me wonder what is wrong with them.,0
More and more are doing exactly that. We as a people need to show up at the polls in record numbers and do the right thing and vote. ,1
"​ @corabernal6432  That is the most important thing in your life, and ours too. However, being from south-central EU, I am unable to vote. All of you must vote.",1
"Same for Donald Trump...
1 sick person",0
 @Marinos8419  Is that your own Opinion or some one else said so you follow?,1
I've been saying this about Orange 45 since 2016.   Pure evil.,0
This is a man with courage. It’s much easier to be a POS than to stand up for vulnerable people.,0
With all the capable talent within the US I find it hard to understand how Trump and geriatric Joe are the only two presidential candidates.,0
DeNiro's a bully. Unhinged mess.,0
Robert De Niro: Truly a legend. We need more people with power and celebrity speaking about a Machiavellian maniac like Donald Trump. The more powerful people who speak out the better.,1
"From the Netherlands ; GREAT RESPECT , for one of the best American actors ever ! ..",1
DeNiro doesn't even know how to be a leader he just an actor playing a role of a tough guy,0
De Niro is soo right . Thank you.  ,1
That was a great dialogue.  Thank you.,1
"De Nero worried if Trump comes up, he goes down with the Swamp.",0
"Only Satan can be pure evil.    Therefore, T is only evil.",0
" @stevenrobert8567  True. The Bible describes the ""Man of sin"", the third AC.  magicbrownie got it right ""Pure evil"".  And he 100% knows who he is. When will people wake up and see the truth?",0
" @magicbrownie1357  Will I can do that.   Melania is not evil.   What I think you meant is name an area of his personality that is not evil.   I don't think I could come up with anything, so you win.   (--:",1
"I think the president of the U.S. actually stood up for a whole country—not just in words like DeNiro, but in deeds.",1
" @caryg4638 , if you’re referring to Trump, I think he did it for himself. I think he does everything for himself. Watch him not even go to his kids graduation again lol.",1
"Courage lol. DeNiro has an extreme case of chronic TDS. I can't even imagine the size of the space Trump occupies in his head. It must be like a penthouse.
I'm always amazed at how much energy he puts into hating The Donald. It's truly baffling. And troubling.",1
" @prometheus5700 he actually knows him, he has good reason and a clear head to know how corrupt he is.",1
" @prometheus5700 he’s in good mental health condition, that’s a fact. Instead of million haters, idiots & followers for a sick man. Honestly !",0
 @Meemeeseecoo  De Niro has some old friends in Italy. He helped to put in school some young children who lost their father. That young girl now in her fifties was telling to her friends that she slept with De Niro when she was a teenager. I do not understand why he gets involved in judging another man when he did worse than Trump.,0
"Why can't they let a nice younger person be president. One who wants everyone's well-being, for once. Instead of grumpy old worn-out seniors. Who hardly want anyone's well-being. Who only think about themselves. Isn't it time to let beautiful USA become even more beautiful, with love, peace and unity. There will never be any change for the better otherwise.",1
RFK jr is the only real alternative right now. & at least he has an admirable demeanor about him that actually invokes hope.,1
The whole world thinks this,1
" @keithstone7881  Ok, Ivan!",1
 @Rufusdos  Easy to manipulate Biden and also us into thinking Biden is the lesser of two evils - when Trump isn't evil at all: bombastic yes  (but not as much as before) evil no.,0
 @sandgrownun66  yes i see the same..bisniessman sure but president . no,1
"id say its rigged anyway, if someone wanted to do soemthing good theyll drown the guy out or girl and do whatever to dig up dirt so they dont win and sabotage them..",1
"I find it hard to understand why Trump is not also a geriatric? They are the same age, give or take, and Trump is not close to lucid.",0
Thank you. It also doesn't help that the media interviews actors like crazy De Niro.,0
 @sandgrownun66  he's not a successful business man either.,0
In the uk we had Boris Johnson——— “ the world has gone insane ,0
" @crackerjack3359  Really, how much are you worth?",1
Geriatric Joe…BAHAHAHAHAHA…now that’s a real GOOD one!!!,1
"… perhaps when talking about age. But comparing trump to biden is like comparing a primitive street hussler to someone with actual capacity to do complicated things, and have real values to back it up.",0
" @wildwind1958  No, he did not. He’s not a criminal. Your cult leader is though.",1
" @joshuakelly9390  You’re unwell, and I’m sorry for you.",0
Better than a failed reality TV star.. acting trying to be a tough guy and a leader,0
actually little Bobbie is as far left as you can get.....,0
Nothing “right” about this dude. He’s about to fall off the “left”  side he is so “left”!,1
Not really sane with how we're treating non-violent protester's in this country.,0
The great thing about getting old is that you are finally in a position to tell THE TRUTH about things..,1
"As sad as this is to say, im glad my dad passed before he got to see how worthless DeNiro is, as he was one of my dads favorite actors.  The fact that he is like this, is so pathetic.",0
DeNiro speaks the way most of us feel.,1
"Could you play Donald Trump in a movie? 

DeNiro: Never, never there’s not one redeeming thing about him 

Also DeNiro: Sure I’ll play a mobster that launders money, kills people, is a criminal etc etc etc. He seems like a good person 


Make it make sense ",1
I had no idea Bob could be so passionate and verbal.  Good for him because he's a man a real man.,1
"TBH, I have ZERO confidence in EITHER candidate to be at the helm of this Country. Take your pick: the narcissistic megalomaniac with no conscience, or the feeble geriatric that can't put a coherant sentence together.",0
"I've always loved Robert De Niro, and now even more! Keep going at him, Bobby ",1
He’s an actor . Thats all he is . Doesn’t live an any resemblance of the real world . He doesn’t understand how dangerous he is to society . He doesn’t know what democracy is yet try’s to articulate nonsense.,0
Mr. Robert DeNiro really spoke his mind about the individual who resides in the state of Florida during his interview with Mr. Jimmy Kimmel in the past. ,0
"What, what do u mean u don’t have a choice? Why wouldn’t everyone there vote for RFK Jr? SMH",0
"I'm trying to figure how I can give up my citizenship, and come back in as an illegal.",0
 @AncoraImparoPiper  Not exactly true. Two extremely old men are the nominees for president this fall. Someone must be listening to them.,0
Tommy and at 68 it feels so good! NO MORE GOING ALONG TO GET ALONG OR SHUTTING UP BECAUSE SOME EVIL ADMINISTRATION CAN TAKE YOUR ROOF AND FOOD!!!!!,0
Is fake.,0
"If and i do stress if Donlad Trump some how manages to get into office again, the US will become the new Russia in a matter of months!",1
 @Hugh248  Why does anybody think that? What does that even mean? Why are you desperate to say the most stupid things?,0
VOTE TRUMP 2024 ... DE NIRO IS A FALLING STAR AND  NEEDS TO GO BACK TO HIS PRETEND JOB OF ACTING... MAKE MORE B MOVIES.  . VOTE TRUMP 2024...,1
When you say US you mean the ones in the chat right? How many are you? Compare that to the thousands that attend Trump's rallies...be ready for what is coming pal...de Niro and you hate Trump because the game is over for all of you...,0
CRAP!!,0
When you say most do you mean liberals?,1
"You had no idea an actor could speak and fake emotions...?

How much were you paid for this asinine comment?",0
​ @joshuakelly9390  . DeNiro playing his 'usual' character!! ,0
Get out much?,1
 @janiverster6162  Bob is the toilet of Hollywood. Trump for President all Day.,0
​He sure is,1
Only in America can your President deliver his acceptance speech and take the Oath of Office from behind bars.,0
"Oh, interesting. How was deNiro bullied ?",1
"How strange. My reply to you is gine! unfortunately  I can't remember what I said, but I'm pretty certain it wasn't ""offensive""",0
"Squinted eyes.....because you love his ACTING, You think what he  says is true.....that's just stupid!!!",0
In America u have to be a mean cold blooded person to become ( RICH AND FAMOUS!!!!!!! ),1
DeNiro is irrelevant...,0
Look at all the Trump supporters crying.  It's hilarious,1
"​​ @ketanjibrownsfavemolester7592  Again? Good Lord, type something else. Or maybe you don't know how. Somebody came over, typed the words and saved to your clipboard so you can just repeat on multiple posts?",1
 @ketanjibrownsfavemolester7592  Keep Ketanji Brown's name outta your effing mouth.,0
" @leeroth1395  
Q-- What's the difference between
a Ketanji Brown, and 
a woman ?.......

A-- 50 shades of midnight black..",0
" @leeroth1395  
Why are you defending a woman who as a judge gave the minimum sentence to pdfs EVERY SINGLE TIME?",0
Yes. Good interview.  Much respect.,1
My favorite part is watching Trump supporters cry in the comment section lol,1
"Wow, the sheep actually thank a news organization for lying. This is amazing. ",1
"How can you call people sheep.

Where you Are the BIGGEST ONES AND LICKERS AND RIDICULOUS!!!!",0
 @NickPorter-ui7st  Our fav part is leftist childrens silly posts!,0
 @darrenk5023  NOT sheep.  Useful tools!,1
 @TheAntsNest  What do you mean?  What character do you think he was?,0
I love Robert DeNiro as an actor and now I respect him totally on his view of Donald Trump. The man has common sense!,1
Exactly how I feel.…thanks Mr.  De Niro !!️,1
"Personally, I don’t think Trump will get any harsh punishment even if he’s convicted",0
Love this guy!!!! Please listen and take note of his truth ….love from Australia,1
"De Niro says people are delusional, that is a fact. He is extremely delusional.",0
"You are right on , the people really don’t know how dangerous he is.",0
"I am in the UK, I’ve never been a lover of US foreign policy, but with Trump!!! In another term as president!! God help Europe!",0
I will never watch Robert on any movie again. What about Biden? Biden is the sick one.,0
De Niro is so right. It is hard to find words to describe how bad and disgusting Trump is.,0
Gotta love Ignorance. ,1
He doesn't name one single bad action ,0
Why? Because sloppy joe can’t raise anyones interest ,0
It’s only right to speak out against evil. Evil wins when decent people don’t speak out.,0
"If you care what a celebrity says, you're what's wrong with this country.",0
 @m.jasondoty9062  illegal gag order*,0
"@joshuakelly9390  explain how it is illegal. 
The First Amendment prevents CONGRESS from infringement on a citizen's right to free speech; the judicial branch is a separate entity. The judiciary has the authority to limit a criminal defendant's speech with regards to a criminal proceeding for the purpose of protecting witnesses, the jury, the general public, and the defendant (akin to the Fifth Amendment, instructing the defendant to adhere to a gag order prevents him from incriminating himself, which he managed to do). It's not illegal; it is what judges are within their authority to do. 
The guy's still able to talk about whatever else, just not aspects of the current court case, like any other criminal defendant. If only he had something else to run on.",0
 @joshuakelly9390  Gag orders are normal course in trials like this. Nothing illegal about it. You’re just ignorant of our laws.,0
They do.  Many are in jail or mental wards!,1
 @Pizzlier  you don't know decent if your looking at him,1
"Mr Dinero
Right after diner, oh
Spoke about Mr. orange 
It was a real courage",1
​ @FiggFig why? Are you afraid of the truth?,0
 @rickwilliams967  So what is wrong with rich people wanting to keep their wealth? It is theirs ...not yours.,0
" @Joe-ey7cu  Except out of control immigration, new wars and a terrible cost of living.",0
 @UnicornRyder04  It's obvious that you have NO COMMON SENSE.,1
How did he help it by advocating for terrible things?,0
" @joshuakelly9390  please sir we people to tell us their minds 
If he wins we are dead",1
"He's a man that got famous from acting, not some political pundit. At 5:52 he's asked if ever cared this much about politics and said not really it hasn't been his thing. He gives 0 examples to back up his claims on why Trump = bad. Only emotional fluff and says trust me bro- even though politics never really was his thing(?)",0
"So does President Trump, so what's your effing point?",0
 @sandiego764 -  One does not need to be a political genius to see or talk about the negative sides of Trump!  They are clear to see and on display for anyone to see !,0
 @sirbarnabyst.johntoffingto9017  Speak for yourself ! Lots of people agree and will vote accordingly to what Di Nero - and other well known and Concerned people are saying about the dangers Trump presents to the USA (and to the World) ! -,0
The walking corpse is dangerous.,0
"Really? Tell us all about it then.  Facts only though, no left wing propagandized tripe.",1
"Gracie , very very sadly , the free world is about to find out .",0
"​@getz1983 it's people like you that fail to realize costs have gone up everywhere, and not just the US. I have friends in Australia that have been hit hard with inflation. Bet you think the Dems did that too???",0
 @kokohead333    You really confuse me.  Why would you want the end of Europe?  I’m asking as an American.,1
 @kokohead333    You really confuse me.  Why would you want the end of Europe?  I’m asking as an American.,1
" @lorettanericcio-bohlman567  you voted for Biden, thanks for proving to the rest of the world that you’re not serious",1
When I think of disgusting I picture a woke liberal.,0
Yes Stephanie Ruhle was very good indeed!,1
 @galvnize  Two wrong don't make a right. Trump is just worse.,0
" @galvnize  Not surprised it doesn't make sense to you. And, no. I would never vote for a career politician in obviously severe cognitive decline. How does it feel to be so wrong?",0
"A NEW YORKER HERE , EXCELLENT TALK FROM ROBERT DENIRO , I TOTALLY AGREE WITH HIM",1
"The thing is, it’s not just about America. The entire free world is at risk. It is really scary.",0
What penalties are coming for the sick crimes of the guilty who oppose 45?,0
Yes. Ask a sheltered millionaire actor who hasnt lived in the real world for the last 60 years his opinion on political matters ,1
America must choose between mentally sick candidate and physically weak candidate; which is gonna be?,0
Thank you Mr DeNiro for for being upright on this issue and for doing the right thing regardless of the opposition.,1
Mr. De Niro is right.  Democracy is at stake. vote BLUE up and down the ticket.,1
"“Think of how stupid the average person is, and realize half of them are stupider than that.”
― George Carlin, This is how people get voted in and all politicians know that",0
"Right!  De Niro is talking straight.  The last honest man with a microphone trying to be heard by the maga masses.
I hope that someone listens on that side of the equation.
VOTE",1
"​ @iyamwhatiyam547 Yes! We all must get out and vote!





For Trump 2024! The best president in US history!",1
"​ @coldsamon When he loses again, will you crawl back under your rock?",0
" @BobbyDazzler888  Yes, let's vote for an insane person rather than a conman.
You guys should've voted for Sanders.",0
 @antimediaman9354   Dude Trump's disastrous handling of the covid crisis should be enough of a proof that the guy does not have americans's best interests at heart.,1
 @captain_torket3254  What are you talking about he's the one that fast tracked the vaccine not Biden. It's to his credit in a huge way.,1
" @captain_torket3254  Trump's administration did initiate Operation Warp Speed, which played a huge role in accelerating the development and distribution of COVID-19 vaccines. This effort certainly helped bring vaccines to the public faster than usual.",1
" @captain_torket3254  ""Well Biden was not in charge at the time, genius.""

and Biden shouldn't be in charge as he was clearly out of touch and called it a mere cold and said Trump closing the borders was over reacting and zenophobic only.",0
" @captain_torket3254  Listen,  if you were really a 'genius'—and I'm using your own words here—you'd recognize the slam dunk Trump scored with Operation Warp Speed. The guy didn't just talk; he actually did something significant at a time when the world was desperate for a solution. It's easy to sit back and criticize, but let's be real here: Trump put the pedal to the metal on vaccine development, and that move deserves some real credit. So, let's cut the nonsense and give props where they’re due, alright?",1
Humans and other living beings,0
"Absolutely, that's why Joe BUY-DEM needs to loose and bring in the Republican nominee.",1
Blue who?  Aren't we supposed to vote for the best people?,1
I'm Hispanic and I'm voting for Trump. Robert Dinero unfortunately has Trump derangement,0
Dirty Grandpa ,0
"Oh, opposition ? Excuse me..... what opposition exactly ?",1
Tremendously smart and talented. DeNiro ROCKS!,1
​ @rinkichamkar the MAGA lame opposition,0
"Say what??? He's so effing unhinged, a true case of TDS. His life will be over before he knows it & he's spent the last 5 years filed with hate toward Trump. He's wasted a lot of the time he has left on someone he claims to hate. ",0
hes right on,1
DeNiro is completely right.,1
"And there are very sick people enabling, supporting, and willing to lie for him.",0
"Men know other men's BS, he can't man up to the truth is the problem. 
 Yes so true
 De Niro ",1
"Thank you Robert, we need more with your bravado standing up to Trump, Biden might not be absolutely perfect but he has advisors he listens to, Trump listens to no one !!",1
LISTEN to him.  It is important.,1
Thank you for speaking your mind Mr. Robert DeNiro! It's a scary thought that evil could monopolize our Country again. I have tons of respect for you.,0
It is said that for evil to rein is for good to do nothing in the face of evil ,0
At least Stephanie seems like an unbiased journalist,0
Have to say Robert DeNiro is so astute and clever. True to himself and the country America he loves. Let’s listen and learn....;DeNiro is very astute !!,1
Im mr De niro with everything he says what a true and honest man . Most people across the world agree with what mr De niro says .,1
"One of the problems we have as Americans, is the ability to forget our own history or dismiss key aspects of how many times we made poor choices, that came with devastating consequences.",0
When Robert De Niro felt he need to step in politics you should know how time is it! This Trump guy is really scary for worlds safety!,0
De Niro is 10 times worse than everything he accuses Trump of doing. 18.57,0
Wait until you find out who he really is and what he’s been up too ,1
 @loriborne  Robert Dinero. Clearly you people have no clue on what’s really going on in this world,1
"What exactly has he done wrong? Record lowest black unemployment in 40 years? Record tax cuts? Highest GDP? 
I'm waiting!",0
" @wildwind1958  Sure he did, I distinctly recall him saying trump is evil and shouldn't be anywhere near the White House.",0
 @user-fl8be4px8x  Trump is as authentic as they  come. Hilariously funny and gives his supporters hope that the west is not going to self destruct under the weight of wokeism.,1
 @dorianshadesofgray2981 still banging the same ole crap. Would prefer woke over closing your eyes and ears over bs,0
"Why? What makes him more qualified than my neighbor? ... nothing. He's just a rich guy, and you're just fans. Still a game.",1
vague nonsense.,0
"He was right in 2016, that's why.",1
"a paid employee who speaks lines and shows fake emotions 

yes. crazy isn't it.",0
 @619roca  haha I knew someone would get it  ,1
"Because society, where celebrities opinions matter most",1
"Seems like a healthy, sharp, quick-witted guy to me. A lousy public speaker but a very good president, getting lots of important things done. Country has never been in better shape.",1
"Deniro said nothing of substance. I watched this cause I like Deniro thinking let's see his view. All he did was call Trump names, say he must be stopped, nothing of merit. If he even touched on anything of Trump, but didn't. Also, what part of Trump's presidency was ""evil"" during the 4 years? He cares about the borders that are a mess now, met with world leaders frequently, cared about trade, vets, there were no wars, economy was incredible. Just curious on this ""evil"" part.",0
feel sorry for american ppl,0
​ @funnydude8523 yes one of the times we got it right. Please tell me what 45 is offering besides revenge.,1
"He literally said nothing  he didn’t give one example of what makes trump evil, he just repeated himself over and over with completely useless name calling. Pathetic. Deniro , who wears makeup for a living calling other people clowns is too funny ",0
 @MrGlassman11  lol yea he is,1
" @TB-gz9dy  ""he just repeated himself over and over with completely useless name calling.""  Sounds like you are talking about Trump.  Listen to De Niro again, this time take the Trump blinders off.   Trump IS a dangerous clown, to anyone who hasn't been living under a rock. my God.",0
Mr DeNiro is a decent man ,1
Thanks Mr DeNiro!,1
"Well spoken Mr De Niro, I wish more people would stand up and be with you,USA is suffering big time ",1
"So glad to see logical comments. Policies, not personalities. Remember not voting is still voting. Trump lost me at Bible. Kidding. Way before.",1
He's irrelevant...,0
​ @ketanjibrownsfavemolester7592 he's a world famous and renowned actor that's been in several award winning roles. Relevant.,1
Robert De Niro is washed up and seriously Disturbed ,0
At least he didn't get indicted like Trump LOL ,1
"DeNiro is something chump will never be , a decent human being !",1
"My vote cancels his out.....

Irrelevant...",0
And he's roughly the same age as trump and President Biden. No one can say that DeNiro is showing signs of aging that are concerning.,0
He's irrelevant...,0
 @ketanjibrownsfavemolester7592  Learned a new word this week? Well bless your heart!,1
His mother never approved of him as an adult. Or maybe never.,1
"No one seems to have caught you said ""up"" and not ""down"" lol. Red skull is definitely in the bad place",1
 @joycesvoice2  So why do you hate yourself?,0
 @chiccabay9911  love em,1
For what?  SCREAMING at other actors and the sky last week?,0
"Bob never tells you why Trump is bad, because he can't. Trump plows through RED TAPE and does it his WAY because it has to be done.",0
"Wrong.

You read in that in the Trump voice.",0
 @ritakennedy3138  You really are bots huh?,1
We need more celebrities to get out the word.,1
"The country was the best when Trump was in office, & suffers under when Demsareinoffice",1
 @UnicornRyder04  covid trump was one of if not the most horrible years in American history!,0
"It doesn’t take balls to say what’s on everyone’s mind and what is in most people’ (who you associate with) heart. True strength is doing what I’m doing here—going against someone who will actually disagree with me, bracing myself for a hateful response or inevitable name calling that is sure to follow from the tolerant and inclusive left.",1
"I completely agree with Mr.DeNiro.  The saying of learning from history or you are doomed to repeat it, it is REAL.",1
"I dont understand when this guy who as a president who doesnt even speak, and thats ok to him ",1
"Robert de Niro you are 100% right!!! Bang on pal, awesome ",1
EXACTLY EVERYTHING IS GREAT AGAIN UNDER SLEEPY JOE BIDEN ,1
Like Arnold said boh parties are back to back and will continue to drift apart and not work together to solve our problems. We need a leader that can do that. Trump is not the person nor is Biden. History repeats itself so we need to tread lightly..,1
"Thank you Robert DeNiro, no one has said it better, more truthful, honest. In your words there is the true intensity of the moment. I am angry also and i agree with everything you said. I voted Hillary 16, Biden20 and will vot Biden again 24. I saw through this maniac years ago. God bless you for speaking out when so many others with a platform should have and didnt. ♥️",1
True !   Salute & Respect you Sir - Thank you for Speaking Truth to Trump’s Crap !,0
"“There is no god, only men hungry for power willing to use 
any subterfuge[deceit used in order to achieve one's goal.] necessary.”",1
"I will be voting for Trump   ...  De Niro needs to go back to his PRETEND job , this falling star can't even get into a B movie... No incumbent president should ever want to be near 43% in a head-to-head ballot test.
Yet here is Joe Biden at 43% in the latest CNN poll, 43% in the latest Morning Consult poll, 43% in the latest Economist/YouGov poll and 43% in the latest Harvard/Harris poll.",1
 @david64317  you can't fix stupid but the red hats and gold shoes sure make it easy to identify.,1
"He loves himself first, then money, then power and then golf. That’s all.",1
He's never claimed to be an intellectual. Ever. He is an actor. He would tell you that.,1
Can you give us some examples of how it makes some very sick and twisted person?,0
Demoro is so wrong ,0
 @oscarwilde5473  you need to work on your trolling game son,0
" @Robert-ty3qi  ... you're a genius Rob. Nobody could question your brilliance, tact and diplomacy. Can you give me some ideas on trolling? You seem to have it to a fine art ...",1
 @oscarwilde5473  verbose much ?,1
Exactly. Mr. De Niro hit head on about what he said. It’s truly sad disappointing that people can’t or don’t want to see what type of person this guy really is.,0
The sad sad demise of De Niro as a person displaying his foul mouth hatred without any facts (apart from his own) towards Donald Trump. To witness him fumble and stutter unable to speak logically when he talks just simply ask him a factual logical question about Trump!  So sad!,0
Funny how there is not one thing he did bad for our country,0
"Loved closing comment ""you have to be decent and know right from wrong to make democracy work""",1
Got love De Niro,1
man i love Mr. Deniro even more for his honest and true comments about trump this is the America i grew up in thank you Mr Deniro i truly believe in everything you are saying.,1
"The 80 year old multi millionaire celebrity is speaking for all everyday americans. 

",0
He was POTUS for 4 years and everything was better than it is now,1
De Niro needs to go back to his pretend job of acting...  He's a falling star and lousy at politics.  Go away Dieing DeNiro. VOTE TRUMP 2024  ...  BIDEN claims he cut the deficit. It’s skyrocketing  for my family.  VOTE TRUMP 2024,0
He's irrelevant...,0
"​ @DavidGutierrez-ib7rg 
He's not as irrelevant
as you, though...",0
"No, I kind of hate the guy. He's pretty dense.",0
" @ketanjibrownsfavemolester7592  
You must have born after 2000 because for decades he's been considered an iconic actor much like Brando, James Dean, Nicholson or Newman",1
" @curanderoverde  
I was born almost 40 years
before that, the dude is an actor,
and his political opinions are
irrelevant...",0
" @curanderoverde  
Tom Hank's is irrelevant, also.....

You notice, he gets that....

DeNiro doesn't...

...and neither does Martin Sheen...",0
" @curanderoverde  Not like brando, Dean and Nickoson - never!  Liked him, but not the same league to me.",0
Deniro is a Super Actor!!,1
 @glendamartin8065 so was Ronald Reagan the 40 president of the United States on America When He won Reagan won every state in America  A actor /Governor won every state in America for the President Don’t underestimate American actor I can think of a few that could do that. Bob DeNiro and Arnold Swarzengger could easily do that too.,1
Robert De Niro you are simply the best!!  Your voice matters*!! Thanks a million!!,1
Knew De Niro was a good un',1
"Robert Deniro has it just right! Every single thing he said, he nailed it. Especially the part about Democracy is about decency and knowing the difference between right and wrong.",1
Best few minutes I ever spent watching a TV screen. (80 yrs. old),1
I think if Robert de Niro go for president he will win .,1
"Legend actor.
Real down to earth guy.
I'd vote for HIM!",0
Maybe Mr De Niro needed a script like Joe does.  He's an actor not a leader.  Is he just acting stupid or could he really be that stupid.,0
"Thanks, Mr.Deniro ! I hope everyone is listening!",1
RDN has a bad case of TDS.,0
Anyone and anything would be better than Trump as President.,1
Brilliant Robert ! You are saying this absolutely Spot on !,1
 @tamasdmmolnar9450  ha. Seems dreamin’ is more your thing.,1
You said it  there’s the right and there’s the wrong.,0
Best in my 78 orbits!,1
Please vote for Biden. He is another great man..,1
I'm sure you would Poindexter.,1
" @wildwind1958  Poindexter and 1958.... I see, it makes sense now. Listen, grab your walker and shuffle back to bed. You're obviously tired. You can have some of that yummy Jell-O tomorrow.... YES, the green kind.",0
WILL the fool leave as promised when Trump wins?,1
"Deniro insulted Trump a little bit. Robert insulted him a little bit.  Trump had a chance to be a President and he blew it!
Deniro should have asked Trump to take his feet off the table and put his shoes back on.",0
"That's ridiculous. Anyone that would double down on Trump and Trumpism after seeing this interview are already firmly in his cult.
Trump is NOT above criticism.",0
"Robert de Niro should look at himself, it's just the other way round",0
Nothing but the absolute truth!!!!,1
"From the guy who played con artists, thiefs, drug kingpins, it all sounds a bit rich coming from him as if he's got a tree in his eye.",1
Hatchet job. Nothing was said. This was more about Robert than Donald,1
"Poor Robert he knows if trump makes it in office.
Secrets come out how many times did he go to the island?
Me thinks he protests to much.",1
Wow this is like the pot calling the kettle black.  Robert Dumb Niro go play with your friend FJB.,0
"Robert De Niro ♥️you are absolutely right , I am truly agree with you with all those points !",1
He is absolutely right. ,1
"De niro. Absolutely said nothing ,,, but he's evil and this that and no thanks i can't trust your gut feelings,,, point things out and explain yourself,,, not oh this and oh that ,, take them kindergarten nursery rhymes some where else bub !!!",0
"He said there is ""not one redeemable thing about him"" so from his view, a mob boss or any other of the characters he has played, they need to have enough there for the audience to connect to them. All these movies are about characters falling from grace, digging their own grave etc. The way De Niro talks, to him there is no grace and hence he couldn't play a character that has nothing good about him. Such a character would belong in a horror movie.",1
"He said why. Trump ""has no redeeming qualities.""",0
"He said he wouldn't play Donald Trump because there is no redeeming thing about him. I'm guessing he's suggesting the bad guys he's played, in his opinion, had something redeeming about them. Don't ask me what that is. Ask him.",0
"So basically, you'd rather play the bad guy.",0
​ @LClarke  no he just would rather play a character that has more wardrobe options than bedsheets and a Confederate flag,1
"Funny how you mention a mob boss, intimidating witnesses, judges and their family, oh and he'll prob go down on some financial charge just like another famous mob boss in history, and people seriously consider this criminal as a candidate for president... for the 2nd time",0
​ @eight589  Al Capone was very real.,1
At least mob bosses have morals,0
 @rainbowrex3772  it says he doesn’t have a clear grasp of reality,1
Absolutely agree ,1
" @BroodallyHonest  He's supporting Democracy, as opposed to Handmaid's Tale Facism.

As he says ""We have no choice"".",1
Wrong,0
De Niro is a nicer version of my grandfather. That old boy is spinning in his grave fast enough to light a city right now.,1
Thanks for speaking out Mr. DeNiro!,1
People better wake up fast,1
reminding us that moral character is important,1
"""how dangerous it would be""?   He WAS the President before---tell us about all the danger he created, the wars he started and so forth.  You don't need to speak hypothetically, he already served a term.",0
"This is how a con artist operates.  They find out where you hurt and the make you believe that THEY are the only one that can solve your pain.   Add to that a so called cable news channel that validates the promises of the con artist, and that's a HUGE recipe for the con artist assuming power. 

And we forget that we have a LOT of people who are hurting in this country and feel abandoned.  Many feel ""the system"" failed them or moved around them.  Now enter a con artist who promises to kick the old system to the curb to win them justice!  They begin to treat him as their savior.   Now you're fighting a powerful influence as strong as a religion.   

He has successfully orchestrated a strategy to win the hearts of those who are either greedy or hurting.  Especially who have been forgotten or people who feel this country just hasn't been fair to them.",1
Well what about Henry VIII ? He wasn't exactly a saint either. What did you folks do about him ?,1
" @RickPaquin  
Dont walk run,
The border is broken an explainer",0
Would love to have meet him GOD BLESS HIM,1
 @dok951  doke woke up!! Bad English !!,0
"I think what you’re saying is,  Trumpers are sleeping? Or just plain uneducated?",0
New York is in bad shape now. How do you fix it?,0
"Robert De Niro has lost a lot of fans due to his stupidity, he needs to stay out of politics! He doesn't know what he is talking about. Most Hollywood actors knows nothing about politics and that's a fact.",0
"The Light Side vs the Dark Side. The forces of good versus evil. There is no time to waste by sitting by and do nothing. Go out and vote and make sure to get those that can vote to do so. Quoting Captain America, “This is the fight for our lives. No mistakes, no do overs. Whatever it takes!”",1
